id,countryCode,name,city,address,postalCode,latitude,longitude,updated,comment
8287,LV,Lidl (Latvijas Pasts),Rīga,Lāčplēša iela 76,LV-1011,56.948211122,24.133679174,2026-03-12 12:51:08.977,
9177,EE,Torupilli Selver,Tallinn,Vesivärava 37,10152,59.4324213,24.7800156,2026-03-12 10:48:07.289,
9185,EE,Selver Hiiumaa,Linnumäe,Rehemäe, Linnumäe küla, Hiiumaa,92422,58.98964581,22.7639121,2026-03-12 16:58:29.349,
2904,LT,Gulbelė,Užventis,Kražių g. 11,86345,55.7811,22.65301,2026-03-05 09:49:29.067,
8114,LV,Maxima,Jūrmala,Dārzkopības iela 19,LV-2010,56.974986,23.854115,2026-03-12 19:09:58.032,
8110,LV,Maxima,Daugavpils,Smilšu iela 98A,LV-5410,55.889280,26.553594,2026-03-12 19:09:05.186,
9192,EE,Keila keskus,Keila,Harju tn 2,76607,59.316302479,24.410522998,2026-03-06 08:18:32.155,
9179,EE,Merimetsa Selver,Tallinn,Paldiski mnt. 53,10614,59.430375890,24.697392303,2026-03-12 18:43:32.104,
9187,EE,Pelgulinna Selver,Tallinn,Sõle tn 51,10318,59.444896495,24.700463390,2026-03-12 18:45:01.26,
0270,LT,Norfa,Kaunas,R. Kalantos g. 76,52364,54.892875,23.996807,2026-03-02 12:00:18.654,
0277,LT,IKI,Kaunas,Brastos g. 28,47185,54.90,23.88,2026-03-05 13:48:21.661,
9184,EE,Valdeku Selver,Tallinn,Vabaduse pst 54b,11615,59.381535631,24.700924551,2026-03-12 19:00:28.158,
9183,EE,Ülejõe Selver,Pärnu,Tallinna mnt. 93a / Roheline tn 80,80041,58.408501720,24.493959048,2026-03-12 18:46:09.911,
0806,LT,Skaudvilės prekyba,Skaudvilė,Tauragės g. 15,73437,55.405967,22.579214,2026-02-23 08:44:27.06,
9166,EE,Tähesaju Selver,Tallinn,Tähesaju tee 1,13917,59.442045186,24.849577715,2026-03-12 18:46:52.388,
9180,EE,Kakumäe Selver,Tallinn,Rannamõisa tee 6,13516,59.428308508,24.626618015,2026-03-12 18:48:28.032,
9165,EE,Aardla Selver,Tartu,Võru tn 77,50112,58.357609239,26.721468689,2026-03-12 18:47:57.872,
3403,LT,Merkinės seniūnija,Merkinė,Gardino g. 1,65334,54.162743,24.18586,2026-02-23 16:06:45.481,
9178,EE,Kadaka Selver,Tallinn,Kadaka tee 56a, Tallinn,12915,59.412526711,24.667385313,2026-03-12 18:52:54.761,
9176,EE,Vahi Selver,Tartu,Vahi tn 62,50304,58.401752170,26.720764231,,
8095,LV,Maxima,Aizpute,Kalvenes iela 11,LV-3456,56.717253,21.610201,2026-03-12 19:07:49.804,
8195,LV,Zaļenieki Top (Latvijas Pasts),Zaļenieki,Centra iela 7,LV-3011,56.526380037,23.510657053,2026-02-06 11:47:57.051,
8194,LV,Olaine Rimi (Latvijas Pasts),Olaine,Stacijas iela 8,LV-2114,56.785880659,23.943302645,2026-02-06 11:48:33.604,
8190,LV,Jelgava TC Pilsētas Pasāža (Latvijas Pasts),Jelgava,Driksas iela 4,LV-3001,56.650928249,23.724098723,2026-02-06 11:51:08.415,
8274,LV,Rimi (Latvijas Pasts),Rīga,Augusta Deglava iela 100,LV-1082,56.948592087,24.186909523,2026-02-13 16:04:31.152,
8241,LV,Lidl (Latvijas Pasts),Rīga,Ķīšezera iela 8,LV-1014,56.992810072,24.167183578,2026-02-13 16:37:57.963,
8197,LV,Daugavpils Lielā iela Labais (Latvijas Pasts),Daugavpils,Lielā iela 44,LV-5418,55.865483819,26.502984173,2026-02-06 11:51:56.737,
9167,EE,Raasiku Konsum,Raasiku,Tallinna mnt 19,75203,59.369767013,25.182400213,,
8285,LV,Tallinas iela (Latvijas Pasts),Rīga,Tallinas iela 66B,LV-1009,56.957910060,24.144730663,2026-02-13 17:19:11.919,
8284,LV,Imantas tirgus (Latvijas Pasts),Rīga,Kurzemes prospekts 3,LV-1067,56.956335427,24.036682613,2026-02-13 16:41:51.73,
8283,LV,Rimi (Latvijas Pasts),Ikšķile,Peldu iela 2,LV-5052,56.832192306,24.490849532,2026-02-04 09:21:06.983,
3304,LT,Gulbelė,Kudirkos Naumiestis,Tilto g. 11,71318,54.7757,22.8643,,
2805,LT,Aibė,Smalininkai,Nemuno g. 32,74224,55.0736,22.5840,2026-02-23 15:20:51.645,
8122,LV,Alba,Viļāni,Raiņa iela 23,LV-4650,56.545794,26.925125,2026-01-20 10:49:40.598,
1009,LT,Žeimių seniūnija,Žeimiai,Kauno g. 47,55384,55.180,24.220,2026-01-19 08:38:13.112,Paštomatas stovi prie fasado ir matomas iš Kauno gatvės.
8282,LV,Pilsētas dome (Latvijas Pasts),Grobiņa,Lielā iela 76,LV-3430,56.535082623,21.169590610,2026-02-06 12:13:35.569,
9175,EE,Kalda Maxima,Tartu,Kalda tee 15,50703,58.3713152,26.76273578,2026-02-06 13:27:14.281,
9174,EE,Anne Maxima,Tartu,Anne tn 57,50703,58.37515121,26.7563631,2026-02-06 13:27:06.281,
9173,EE,Viimsi Maxima,Haabneeme,Pargi tee 22,74001,59.50524,24.82940,2026-02-06 13:26:50.898,
1008,LT,Kultūros centras,Šveicarija,Pergalės g. 17A,55302,55.044,24.257,2026-01-16 11:17:19.099,
0024,LT,PC Pikas,Vilnius,Ukmergės g. 221,07156,54.7147,25.2489,,
3204,LT,Swedbank,Prienai,Vytauto g. 33,59124,54.6348,23.9462,,
8106,LV,Top,Dagda,Daugavpils iela 6,LV-5674,56.095727,27.539351,2026-01-22 15:50:04.627,
9163,EE,Muraste Konsum,Muraste,Lee tee 1,76905,59.455010125,24.444089498,2026-01-01 12:30:09.043,Paštomatas stovi dešinėje įėjimo į parduotuvę pusėje.
9171,EE,Maxima Astangu,Tallinn,Astangu 27a,13519,59.40516900,24.638344515,2026-02-06 13:26:32.362,
9168,EE,Haabersti Rimi,Tallinn,Haabersti tn 1,13516,59.424976586,24.645139794,2026-02-06 13:25:39.059,
9164,EE,Juri Konsum,Jüri,Aruküla tee 29,75301,59.35831541,24.912436326,2026-02-06 13:25:25.798,
1810,LT,AIBĖ,Kūlupėnai,Mokyklos g. 3,97335,55.9609,21.47729,2026-01-13 13:13:04.821,
8123,LV,Lats,Līči,Rīgas iela 19,LV-2118,56.947737,24.359271,2026-01-01 12:30:05.603,Siuntų automatas yra lauke, dešinėje nuo įėjimo.
9172,EE,Keemikute Maxima,Maardu,Keemikute 2,74111,59.473732100,25.019325969,2026-02-06 13:26:40.847,
0276,LT,Čia Market,Kaunas,Šiaurės pr. 47,49200,54.9305,23.95761,2026-03-05 13:48:13.594,
1809,LT, Prekybos aikštė,Darbėnai,Vytauto g. 2,97264,56.0238,21.2571,2026-01-08 10:53:15.69,
8281,LV,Rucava Centra dzirnavas (Latvijas Pasts),Rucava,Centra dzirnavas,LV-3477,56.158460389,21.161494311,2026-02-06 12:13:25.084,
8120,LV,Lats,Daugavpils,Šūņu iela 7,LV-5422,55.899508,26.518036,2026-01-01 12:30:05.594,Siuntų automatas yra lauke, kairėje nuo įėjimo.
9170,EE,Põhja Rimi super,Tallinn,Põhja pst 17,10414,59.444262642,24.742804489,2026-02-06 13:26:04.196,
0275,LT,PC Vaišvydava,Kaunas,Piliuonos g. 32,45481,54.8517,24.0226,2026-01-01 12:30:02.567,Paštomatas stovi prie pastato sienos ir matomas iš Dubravų gatvės pusės.
0009,LT,Lidl,Vilnius,Mokslininkų g. 11B,08466,54.75468,25.26045,2026-01-01 12:30:00.824,Paštomatas stovi prekybos centro vidinėje-antžemininėje automobilių parkavimo aikštelėje.
8119,LV,Top,Malta,1. maija iela 79A,LV-4630,56.347960,27.164834,2026-01-01 12:30:05.59,Siuntų automatas yra lauke. Nuo įėjimo už kairiojo kampo.
1606,LT,RIMI,Ukmergė,Vytauto g. 60,20111,55.254,24.776,2026-01-01 12:30:03.708,Paštomatas stovi prie įėjimo. Matomas nuo Vytauto g.
0274,LT,IKI,Kaunas,Savanorių pr. 111,44146,54.904798,23.916334,2026-01-01 12:30:02.557,Paštomatą rasite prie šiaurinės pastato sienos iš Kanklių g. pusės
9169,EE,Jannseni Maxima,Tallinn,Vabaduse pst 128,10918,59.373348591,24.664927737,2026-02-06 13:25:50.756,
0418,LT,Elimart,Šiauliai,Gegužių g. 11,78312,55.901,23.268,2026-01-01 12:30:02.944,Paštomatas stovi prie fasado, matomas iš Gegužių g.
8109,LV,Maxima,Daugavpils,Piekrastes iela 29,LV-5422,55.899424,26.531239,2026-02-26 20:43:41.967,
0709,LT,Norfa,Alytus,A. Jonyno g. 10C,62373,54.4131,24.0219,2026-03-12 15:40:41.136,
0515,LT,Norfa,Panevėžys,Nemuno g. 29B,36243,55.7195,24.3508,2026-01-01 12:30:03.075,Paštomatas stovi lauke prie prekybos centro pastato sienos, matomas nuo Nemuno g. pusės.
0022,LT,RIMI-Čekoniškės,Vilnius,Pilaitės pr. 65,06290,54.71128,25.1689,2026-01-01 12:30:00.859,Paštomatas stovi vidinėje automobilių parkavimo aikštelėje šalia elektromobilių įkrovimo vietų bei Rimi-drive ženklo.
9149,EE,Rebase Rimi,Tartu,Rebase tn 10,50104,58.368477173,26.739095594,2026-02-06 13:22:25.568,
7579,LT,Šilas (uDrop),Vilnius,Girulių g. 2,12136,54.737640,25.217764,2026-02-02 11:05:16.381,
4103,LT,MAXIMA,Molėtai,Sakalo g. 1,33133,55.221,25.434,2026-01-01 12:30:04.468,Paštomatas stovi prie pastato šoninės sienos ir yra matomas nuo Sakalo gatvės pusės.
0417,LT,Norfa,Šiauliai,Tilžės g. 59 A,78186,55.9170,23.2824,2026-01-01 12:30:02.935,Paštomatas stovi lauke prie prekybos centro pastato šoninės sienos.
1405,LT,Norfa,Vilkaviškis,Nepriklausomybės g. 61,70111,54.6585,23.0300,2026-01-01 12:30:03.577,Paštomatas stovi lauke prie prekybos centro sienos.
1906,LT,Norfa,Radviliškis,Vasario 16-osios g. 10,82135,55.8071,23.5413,2026-01-01 12:30:03.923,Paštomatas stovi lauke prie prekybos centro šoninės sienos.
0331,LT,Norfa,Klaipėda,Vingio g. 21 A,95203,55.6682,21.1955,2026-01-13 13:11:04.679,
0329,LT,Lidl,Klaipėda,Statybininkų pr. 18,94226,55.6747,21.1746,2026-01-13 13:12:41.355,
2605,LT,MAXIMA,Raseiniai,Vilniaus g. 93,60170,55.379,23.114,2026-02-26 08:55:11.785,
1205,LT,MAXIMA,Kėdainiai,S. Dariaus ir S. Girėno g. 50a,57125,55.31,23.98,2026-01-01 12:30:03.491,Paštomatas matomas iš S. Dariaus ir S, Gireno bei Šilo gatvių pusių.
1808,LT,MAXIMA,Kretinga,Rotušės a. 15,97140,55.8897,21.2408,2026-01-13 13:10:07.163,
8104,LV,Top,Strenči,Valkas iela 2,LV-4730,57.627139,25.689100,2026-01-01 12:30:05.531,Siuntų automatas yra lauke, kairėje nuo įėjimo.
2204,LT,Norfa,Palanga,Bangų g. 11A,00157,55.925829,21.076933,2026-01-01 12:30:04.039,Paštomatas įrengtas pagrindinio įėjimo į Norfa parduotuvę dešinėje
1807,LT,Skuoda kvietka,Skuodas,Vilniaus g. 34B,98117,56.27,21.54,2026-01-13 13:09:29.906,
1305,LT,TULPĖ,Telšiai,Kęstučio g. 4,87122,55.98,22.25,2026-01-01 12:30:03.524,Paštomatas stovi šalia Telšių prokurotūros pastato, vidieniame kiemelyje.
8116,LV,Top,Ilūkste,Stadiona iela 9,LV-5447,55.978447,26.294395,2026-01-01 12:30:05.574,Siuntų automatas yra lauke, dešinėje nuo įėjimo.
8103,LV,Top,Daugavpils,A.Pumpura iela 12,LV-5404,55.871054,26.543682,2026-01-01 12:30:05.527,Siuntų automatas yra lauke, kairėje nuo įėjimo.
1006,LT,Norfa,Jonava,Žeimių g. 26 A,55118,55.0845,24.2737,2026-01-01 12:30:03.4,Paštomatas stovi lauke. Prie prekybos centro pastato sienos.
0273,LT,Norfa,Garliava,Atgimimo g. 1,53254,54.829195,23.873300,2026-01-01 12:30:02.542,Paštomatas stovi lauke. Prie prekybos centro fasadinės sienos.
0271,LT,IKI,Kaunas,Medvėgalio g. 23a,44451,54.88,23.95,2026-01-01 12:30:02.535,Paštomatas stovi prie pastato fasado ir matomas iš Ašmenos 2-osios gatvės pusės.
0514,LT,Lidl,Panevėžys,Klaipėdos g. 109 ,37384,55.72949,24.32064,2026-01-01 12:30:03.063,Paštomatas stovi lauke,prekybos centro automobilių parkavimo aikštėje.
8096,LV,Mego,Kārsava,Malnavas iela 2,LV-5717,56.780509,27.677193,2026-01-01 12:30:05.482,Siuntų automatas yra lauke, kairėje nuo įėjimo.
9162,EE,Kuressaare Toidumaailm,Kuressaare,Raekoja tn 1,93814,58.252198946,22.485922688,2026-02-06 13:25:14.036,
9161,EE,Liiva Konsum,Liiva,Liiva küla,94701,58.606109958,23.231934254,2026-01-01 12:30:09.032,Paštomatas stovi dešinėje įėjimo į parduotuvę pusėje.
9158,EE,Alliku Rimi,Alliku,Instituudi tee 132,76403,59.35783022,24.602146568,2026-02-06 13:24:08.579,
9156,EE,Sindi Maxima,Sindi,Pärnu mnt 57,86703,58.408189987,24.659388558,2026-02-06 13:23:40.992,
2804,LT,Lidl ,Jurbarkas,Dariaus ir Girėno g. 83 ,74185,55.07896,22.77716,2026-01-01 12:30:04.22,Paštomatas stovi lauke, šalia prekybos centro automobilių stovėjimo aikštelės.
1007,LT,IKI-DOBILAS,Jonava,Chemikų g. 1,55240,55.073,24.25,2026-01-01 12:30:03.404,Paštomatas matomas nuo Pociūno gatvės ir stovi parkavimo aikštelėje.
8115,LV,Top,Zilupe,Brīvības iela 34,LV-5751,56.388666,28.121396,2026-01-01 12:30:05.57,Siuntų automatas yra lauke, kairėje nuo įėjimo.
8097,LV,Maxima,Ludza,Latgales iela 61,LV-5701,56.544313,27.711214,2026-01-01 12:30:05.486,Siuntų automatas yra lauke, dešinėje nuo įėjimo.
2504,LT,MAXIMA,Druskininkai,Veisiejų g. 31,66245,54.02,24.00,2026-01-01 12:30:04.131,Paštomatas matomas iš Veisiejų gatvės pusės.
9152,EE,Paldiski Maxima,Paldiski,Rae tn 14b,76805,59.347770186,24.062506739,2026-01-01 12:30:08.969,Paštomatas stovi dešinėje įėjimo į parduotuvę pusėje.
9150,EE,Vilde Rimi,Tallinn,E. Vilde tee 101,12911,59.404540774,24.676067868,2026-02-06 13:22:37.618,
9148,EE,Hiiu Rimi,Tallinn,Pärnu mnt. 386,11612,59.382906100,24.666570918,2026-02-06 13:22:13.461,
9145,EE,Rapla Selver,Rapla,Tallinna tn 4,79511,59.01000357,24.793494912,2026-01-01 12:30:08.917,Paštomatas stovi kairėje įėjimo į parduotuvę pusėje.
9138,EE,Turba kauplus,Turba,Jaama tee 8,76201,59.08056966,24.236574401,2026-01-01 12:30:08.875,Paštomatas stovi dešinėje įėjimo į parduotuvę pusėje.
9137,EE,Nissi kauplus,Riisipere,Nissi tee 51,76202,59.104490674,24.312030380,2026-02-06 15:46:11.948,
9146,EE,Lai parkla,Tartu,Lai tn 7, Tartu,51005,58.382268408,26.717182606,2026-02-06 13:21:45.93,
8099,LV,Elvi,Ulbroka,Peldu iela 2,LV-2130,56.939381,24.291989,2026-01-01 12:30:05.5,Siuntų automatas yra lauke, kairiajame kampe nuo įėjimo.
0416,LT,Rimi Lieporiai,Šiauliai,Statybininkų g. 23 ,76373,55.90458,23.28624,2026-01-01 12:30:02.932,Paštomatas stovi lauke prie prekybos centro šoninės sienos.
8107,LV,Citro,Talsi,Raiņa iela 26,LV-3201,57.241948,22.580848,2026-02-05 11:31:16.559,
1605,LT,MAXIMA,Ukmergė,Antakalnio g. 67,20150,55.24,24.79,2026-01-01 12:30:03.698,Paštomatas matomas iš Antakalnio gatvės pusės.
0014,LT,HUMANA,Vilnius,Kęstučio g. 41A, Vilnius,08123,54.6942531,25.2510377,2026-01-01 12:30:00.848,Paštomatas yra prie pagrindinio įėjimo į pastatą ir matomas iš Kęstučio gatvės pusės.
9133,EE,Kopli Maxima,Tallinn,Kopli tn 69b,10312,59.454521214,24.689552121,2026-02-06 13:14:59.636,
8117,LV,Rimi,Saulkrasti,Ainažu iela 30,LV-2160,57.272375,24.416682,2026-01-01 12:30:05.584,Paštomatas yra lauke
9157,EE,Männiku Rimi,Tallinn,Männiku tee 100,11215,59.372121669,24.716551364,2026-02-06 13:23:50.997,
8572,LV,Priedaine (uDrop),Jūrmala,Lielais Prospekts 10,LV-2010,56.973401,23.892533,2026-01-01 12:30:06.34,Paštomatas stovi dešinėje įėjimo į parduotuvę pusėje.
8571,LV,Citro (uDrop),Jelgava,Zvejnieku iela 13,LV-3007,56.660531,23.709341,2026-01-01 12:30:06.337,Paštomatas stovi dešinėje įėjimo į parduotuvę pusėje.
8570,LV,Top (uDrop),Gardene,Priežu iela 23,LV-3701,56.648912,23.222662,2026-01-01 12:30:06.332,Paštomatas stovi dešinėje įėjimo į parduotuvę pusėje.
8569,LV,AIBE (uDrop),Cēsis,Saules iela 4,LV-4101,57.305049,25.295249,2026-01-01 12:30:06.329,Paštomatas stovi dešinėje įėjimo į parduotuvę pusėje.
8563,LV,Rimi (uDrop),Daugavpils,Smilšu iela 92B,LV-5410,55.886631,26.553867,2026-01-01 12:30:06.29,Paštomatas stovi dešinėje pastato pusėje, priešais Miera gatvę.
9151,EE,Rocca al Mare,Tallinn,Paldiski mnt 102,13522,59.42592275,24.650470011,2026-02-06 13:23:05.238,
9147,EE,Aardla Rimi,Tartu,Võru tn 170,50112,58.35620156,26.722492346,2026-02-06 13:21:58.552,
8118,LV,TC Juglas centrs (aiz McDonalds),Rīga,Juglas krastmala 2,LV-1024,56.989383,24.244570,2026-02-05 11:31:54.526,
0805,LT,MAXIMA,Tauragė,Šlaito g. 1,72112,55.24,22.27,2026-01-01 12:30:03.281,Paštomatas matomas iš Šlaito g. pusės.
8101,LV,Rimi,Bauska,Zaļā iela 3,LV-3901,56.406963,24.194052,2026-01-01 12:30:05.51,Paštomatas yra lauke
8098,LV,Pilskalns,Baldone,Pilskalna iela 2,LV-2125,56.742967,24.391166,2026-01-01 12:30:05.49,Paštomatas yra lauke
2604,LT,AIBĖ,Viduklė,Kęstučio g. 12,60347,55.398,22.902,2026-01-01 12:30:04.156,Paštomatas matomas iš Kęstučio g. pusės.
8113,LV,Maxima,Kandava,Abavas iela 4b,LV-3120,57.035946,22.781413,2026-01-01 12:30:05.567,Paštomatas yra lauke
8100,LV,Rimi,Rīga,Ķīšezera iela 6,LV-1014,56.992016,24.166681,2026-02-05 11:30:15.933,
0332,LT,Lidl,Klaipėda,Piligrimų g. 2,92343,55.73434,21.18756,2026-01-13 13:08:54.035,
0516,LT,IKI-DEMBAVA,Panevėžys,Vilniaus g. 60,36105,55.72,24.38,2026-01-01 12:30:03.08,Paštomatas matomas iš Vilniaus gatvės pusės ir stovi prie pastato fasado.
0330,LT,Rimi Tauralaukis,Klaipėda,Pajūrio g. 5A,92347,55.7538,21.1505,2026-01-13 13:08:18.562,
9153,EE,Kõrveküla kauplus,Kõrveküla,Vasula tee 4,60512,58.419788578,26.761417048,2026-01-01 12:30:08.974,Paštomatas stovi dešinėje įėjimo į parduotuvę pusėje.
9144,EE,Maxima Keskalle,Kohtla-Järve,Keskallee 12,30322,59.402431986,27.284898796,2026-02-06 13:21:31.02,
9140,EE,Peetri keskus,Peetri,Küti tee 4,75312,59.397680141,24.806429466,2026-02-18 16:23:06.751,
8112,LV,Maxima,Baloži,Baložu iela 5,LV-2128,56.883223,24.149784,2026-01-01 12:30:05.564,Paštomatas yra lauke
8105,LV,Top,Jaunolaine,Baznīcas iela 10,LV-2127,56.801850,23.984984,2026-01-01 12:30:05.534,Paštomatas yra lauke
9160,EE,Maxima Mõisa,Narva,Mõisa tn 8,21007,59.377603050,28.170010378,2026-01-29 10:30:53.1,
9159,EE,Maxima Kreenholmi,Narva,Kreenholmi tn 54,20104,59.364519976,28.187562899,2026-01-29 10:33:36.889,
9109,EE,Kakumäe parkla,Tallinn,Kakumäe tee 42,13516,59.442944266,24.59460809,2026-01-01 12:30:08.691,Paštomatas stovi  kairėje įvažiavimo į parkavimo aikštelę pusėje.
8196,LV,Ērberģe Pakalpojumu centrs (Latvijas Pasts),Ērberģe,Liepu iela 2,LV-5133,56.369037122,25.018213186,2026-02-06 11:51:39.014,
0611,LT,IKI,Marijampolė,Vilkaviškio g. 72a,68153,54.56,23.33,2026-01-01 12:30:03.171,Paštomatas stovi didžiojoje automobilių stovėjimo aikštelėje, prie fasado sienos.
8111,LV,Top,Daugavpils,Arodu iela 21,LV-5404,55.878163,26.541090,2026-01-01 12:30:05.554,Paštomatas yra lauke
8108,LV,Mego,Daugavpils,Inženieru iela 3,LV-5410,55.892606,26.561298,2026-01-01 12:30:05.547,Paštomatas yra lauke
8102,LV,Rimi,Rīga,Brīvības gatve 404,LV-1024,56.987540,24.227964,2026-02-05 11:30:42.888,
7576,LT,Aibė (uDrop),Gargždai,Karaliaus Mindaugo g. 3-50,96144,55.707902,21.378710,2026-02-02 11:04:52.295,
8273,LV,Jaunbērze (Latvijas Pasts),Jaunbērze,Ceriņu iela 2,LV-3717,56.737697333,23.390608753,2026-01-01 12:30:05.959,Siuntų automatas yra viduje.
0610,LT,IKI,Marijampolė,Vytauto g. 48a,68296,54.545,23.345,2026-01-01 12:30:03.164,Paštomatas matomas iš Aušros gatvės pusės.
9143,EE,Veeriku Selver,Tartu,Vitamiini tn 1,50412,58.376386026,26.697106790,2026-02-06 13:21:17.815,
9132,EE,Kadaka tee,Tallinn,Kadaka tee 42b,12915,59.416204842,24.674860253,2026-01-01 12:30:08.834,Paštomatas stovi kairėje įėjimo į parduotuvę pusėje.
9113,EE,Realiseerimiskeskus,Tallinn,Pärnu mnt. 421,10913,59.369489008,24.638757009,2026-01-01 12:30:08.715,Paštomatas stovi dešinėje įėjimo į parduotuvę pusėje.
7580,LT,Norfa (uDrop),Kaunas,Juozapavičiaus pr. 84,45267,54.876107,23.936171,2026-01-01 12:30:05.053,Paštomatas stovi parkavimo aikštelėje iš Juozapavičiaus pr. pusės
7578,LT,Norfa (uDrop),Tauragė,Bernotiškės g. 3, ,72222,55.259422,22.299723,2026-02-26 08:58:18.909,
7577,LT,Kvėdarnos seniūnija (uDrop),Kvėdarna,Dariaus ir Girėno g. 24,75349,55.555847,21.992111,2026-02-02 11:04:59.068,
7575,LT,Aibė (uDrop),Kretingalė,Klaipėdos gatvė 22,96333,55.834768,21.193921,2026-02-02 11:04:44.893,
7574,LT,Elimart,Kairiai,Salduvės g. 1,80114,55.920788,23.422222,2026-01-01 12:30:05.025,Paštomatas stovi dešinėje įėjimo į ELIMART parduotuvę pusėje.
7573,LT,Aibė (uDrop),Vydmantai,Gintaro g. 9,97222,55.902866,21.134887,2026-02-02 11:04:32.064,
7572,LT,Aibė (uDrop),Jieznas,Vytauto g. 15A,59428,54.599726,24.170067,2026-02-02 11:04:18.264,
0007,LT,LIDL,Vilnius,L. Asanavičiūtės 1H,04300,54.681988,25.197827,2026-01-01 12:30:00.8,Paštomatas įrengras parkavimo aikštelės gale, kairėje pastato pusėje
0513,LT,IKI Rožynas,Panevėžys,Piniavos skg. 10 - 1,37454,55.757,24.370,2026-01-01 12:30:03.057,Paštomatas stovi netoli automobilių parkavimo aikštelėje, netoli prekių pridavimo punkto.
9155,EE,Ujula Konsum,Tartu,Ujula tn 2,51008,58.386591890,26.724259701,2026-02-06 13:23:30.841,
9154,EE,Kivilinna Konsum,Tartu,Jaama tn 173,50705,58.379664094,26.764749883,2026-02-06 13:23:16.948,
0010,LT,MAXIMA,Vilnius,Gelvonų g. 35,07138,54.718,25.258,2026-01-01 12:30:00.832,Paštomatas stovi vidinėje pastato kiemo pusėje, priešais vaistinę.
0268,LT,IKI,Kaunas,Vieškeliuko g. 8,47274,54.93,23.81,2026-01-01 12:30:02.516,Paštomatas matomas iš Vieškeliuko g. pusės.
0263,LT,IKI,Kaunas,Vijūkų g. 125,47240,54.939,23.860,2026-01-01 12:30:02.483,Paštomatas stovi vidinėje automobilių stovėjimo aikštėje, netoli pagrindinio įėjimo.
0017,LT,RIMI,Vilnius,Džiaugsmo g. 116,11305,54.6775,25.3852,2026-01-01 12:30:00.856,Paštomatas stovi lauke  prie šoninės pastato sienos .
9141,EE,Valdeku Maxima,Tallinn,Valdeku tn 114,11215,59.376390280,24.712095909,2026-02-06 13:20:51.078,
9130,EE,Meie Jõgeva,Jõgeva,Piiri tn 7,48304,58.743391666,26.387471899,2026-01-01 12:30:08.825,Paštomatas stovi dešinėje įėjimo į parduotuvę pusėje.
9120,EE,Kerese keskus,Narva,Paul Kerese tn 3,20309,59.376075944,28.191840875,2026-01-01 12:30:08.757,Paštomatas stovi kairėje įėjimo į parduotuvę pusėje.
8580,LV,AIBE (uDrop),Vītoliņi,Veikals Vienība,LV-3017,56.699500,23.703153,2026-01-01 12:30:06.387,Paštomatas stovi dešinėje pastato pusėje.
8579,LV,Vitoli (uDrop),Tukums,Durbes iela 27,LV-3101,56.968441,23.188149,2026-01-01 12:30:06.378,Paštomatas stovi kairėje įėjimo į parduotuvę pusėje.
8578,LV,Janupe (uDrop),Jāņupe,Atpūtas,LV-2113,56.698186,24.046552,2026-01-01 12:30:06.375,Paštomatas stovi dešinėje įėjimo į parduotuvę pusėje.
8573,LV,Grizupes iela (uDrop),Liepāja,Grīzupes iela 24A,LV-3414,56.543534,21.067708,2026-02-05 12:11:44.917,
9142,EE,Kiili Maxima,Kiili,Vaela tee 4, Kiili,75401,59.310177571,24.834189909,2026-02-06 13:21:03.336,
9134,EE,Türi Coop,Türi,Kalevi tn 1,72215,58.812571380,25.408101604,2026-01-01 12:30:08.85,Paštomatas stovi dešinėje įėjimo į parduotuvę pusėje.
9124,EE,Haljala Grossi,Haljala,Võsu mnt 5, Haljala,45301,59.433894448,26.266923825,2026-01-01 12:30:08.783,Paštomatas stovi kairėje įėjimo į parduotuvę pusėje.
9136,EE,Tapa Coop,Tapa,Kivilo tn 3,45108,59.265092297,25.96658553,2026-01-01 12:30:08.86,Paštomatas stovi kairėje įėjimo į parduotuvę pusėje.
8576,LV,Elvi (uDrop),Zvejniekciems,Ainažu iela 113,LV-2161,57.305724,24.408943,2026-01-01 12:30:06.367,Paštomatas stovi dešinėje nuo centrinio įėjimo iš Jūros pusės.
0011,LT,Circle K,Vilnius,Sporto g. 16A,09200,54.695168,25.298291,2026-01-01 12:30:00.841,Paštomatas įrengtas lauke ties išvažiavimu iš plovyklos
0008,LT,Lidl,Vilnius,Draugystės g. 2M,14183,54.76259,25.20249,2026-01-01 12:30:00.816,Paštomatas stovi lauke. Prekybos centro automobilių stovėjimo aišktelės gale.
9616,EE,Kärla uDrop Coop,Kärla,Pargi tn 2,93501,58.330802016,22.255530361,2026-02-06 12:56:17.137,
9614,EE,Valjala uDrop Coop,Valjala,Posti tn 27,94302,58.409415209,22.791175081,2026-01-01 12:30:09.813,Paštomatas stovi kairėje įėjimo į parduotuvę pusėje.
9609,EE,Tabivere uDrop Meie,Tabivere,Tuuliku tn 8,49127,58.550972327,26.595907187,2026-01-01 12:30:09.782,Paštomatas stovi kairėje įėjimo į parduotuvę pusėje.
8577,LV,TOP (Udrop),Grundzāle,Avotu iela 15,LV-4713,57.4566089,26.257267798,2026-01-01 12:30:06.371,.
8575,LV,Lats (uDrop),Spilve,Gravu iela 2,LV-2101,56.962968,23.960468,2026-01-01 12:30:06.358,Paštomatas stovi kairėje įėjimo į parduotuvę pusėje.
9617,EE,Kõrgessaare uDrop Coop ,Kõrgessaare,Tööstuse tee 10,92201,58.98187298,22.472148498,2026-01-01 12:30:09.833,Paštomatas stovi parduotuvės parkavimo aikštelėje.
